Date,Close,Predictions,Difference
2010-01-04,7.6432139999999995,0.36667378759950364,7.276540212400496
2010-01-05,7.656428999999999,0.09097849676219472,7.5654505032378045
2010-01-06,7.534642999999999,0.13873406744634476,7.395908932553654
2010-01-07,7.520714,0.5913269784047602,6.92938702159524
2010-01-08,7.570714,0.5994454029958647,6.971268597004135
2010-01-11,7.503928999999999,0.2553273097751678,7.248601690224832
2010-01-12,7.418571000000001,0.5634714669526062,6.855099533047395
2010-01-13,7.523214,0.9553374025519713,6.567876597448029
2010-01-14,7.479642999999999,0.18735006998205572,7.292292930017943
2010-01-15,7.354642999999999,0.6077781004991403,6.746864899500859
2010-01-19,7.68,0.4794271119869423,7.200572888013057
2010-01-20,7.561786,0.7236165499259511,6.838169450074049
2010-01-21,7.431071,0.9708549907202506,6.460216009279749
2010-01-22,7.0625,0.20133911907826585,6.861160880921734
2010-01-25,7.2525,0.13713701655442345,7.115362983445577
2010-01-26,7.355,0.2057365425471669,7.149263457452833
2010-01-27,7.424286,0.4519502083416591,6.972335791658342
2010-01-28,7.1175,0.49097132653248754,6.626528673467512
2010-01-29,6.859286,0.3616479004006333,6.497638099599366
2010-02-01,6.954642999999999,0.19149681928688222,6.763146180713116
2010-02-02,6.995,7.0139546394348145,0.018954639434814347
2010-02-03,7.115357,6.932287693023682,0.18306930697631874
2010-02-04,6.858928999999999,6.895927906036377,0.03699890603637801
2010-02-05,6.980714,6.926929950714111,0.053784049285888536
2010-02-08,6.932857,6.8704400062561035,0.062416993743896754
2010-02-09,7.006786,6.8702778816223145,0.1365081183776855
2010-02-10,6.968571000000001,6.856100559234619,0.1124704407653816
2010-02-11,7.095357000000001,6.870428562164307,0.22492843783569416
2010-02-12,7.156428999999999,6.8702874183654785,0.28614158163452075
2010-02-16,7.264286,6.914637088775635,0.3496489112243655
2010-02-17,7.233928999999999,6.971672534942627,0.262256465057372
2010-02-18,7.2475,7.049950122833252,0.19754987716674766
2010-02-19,7.2025,7.0932393074035645,0.10926069259643523
2010-02-22,7.157857000000001,7.120636463165283,0.0372205368347176
2010-02-23,7.037857000000001,7.1173272132873535,0.07947021328735282
2010-02-24,7.166428999999999,7.091553211212158,0.07487578878784085
2010-02-25,7.214286,7.026312351226807,0.18797364877319378
2010-02-26,7.307857,7.024271488189697,0.283585511810303
2010-03-01,7.463928999999999,7.048840045928955,0.4150889540710443
2010-03-02,7.4589289999999995,7.107000827789307,0.35192817221069284
2010-03-03,7.476071000000001,7.21036958694458,0.26570141305542094
2010-03-04,7.5253570000000005,7.283043384552002,0.24231361544799856
2010-03-05,7.819642999999999,7.3326191902160645,0.4870238097839348
2010-03-08,7.824286,7.376783847808838,0.44750215219116196
2010-03-09,7.965,7.507748126983643,0.4572518730163573
2010-03-10,8.03,7.605003833770752,0.4249961662292474
2010-03-11,8.053571,7.7187581062316895,0.33481289376831036
2010-03-12,8.092857,7.818258762359619,0.27459823764038127
2010-03-15,7.994286,7.886740207672119,0.10754579232788064
2010-03-16,8.016071,7.939352512359619,0.07671848764038103
2010-03-17,8.004286,7.931972980499268,0.07231301950073288
2010-03-18,8.023214,7.925405979156494,0.09780802084350526
2010-03-19,7.9375,7.9146294593811035,0.022870540618896484
2010-03-22,8.026786,7.914360523223877,0.11242547677612258
2010-03-23,8.155714,7.886484622955322,0.2692293770446774
2010-03-24,8.191786,7.899694919586182,0.2920910804138188
2010-03-25,8.094643,7.961096286773682,0.13354671322631795
2010-03-26,8.246429,8.022616386413574,0.2238126135864249
2010-03-29,8.299643,8.03037166595459,0.2692713340454098
2010-03-30,8.423214,8.0834321975708,0.339781802429199
2010-03-31,8.392857000000001,8.13904094696045,0.2538160530395519
2010-04-01,8.4275,8.220707893371582,0.20679210662841818
2010-04-05,8.5175,8.267436027526855,0.2500639724731446
2010-04-06,8.555,8.30567455291748,0.24932544708251925
2010-04-07,8.592857,8.360203742980957,0.23265325701904338
2010-04-08,8.569643,8.408995628356934,0.16064737164306564
2010-04-09,8.635357,8.45421314239502,0.1811438576049813
2010-04-12,8.653214,8.474566459655762,0.17864754034423846
2010-04-13,8.658214,8.5077486038208,0.1504653961791984
2010-04-14,8.774643,8.53615665435791,0.23848634564208915
2010-04-15,8.89,8.555806159973145,0.33419384002685604
2010-04-16,8.835714,8.61078929901123,0.22492470098876893
2010-04-19,8.823929,8.693207740783691,0.13072125921630828
2010-04-20,8.735357,8.731827735900879,0.0035292640991215762
2010-04-21,9.257857000000001,8.74815845489502,0.5096985451049818
2010-04-22,9.516786,8.720072746276855,0.7967132537231443
2010-04-23,9.6725,8.885298728942871,0.7872012710571283
2010-04-26,9.625,9.11253833770752,0.5124616622924805
2010-04-27,9.358571000000001,9.334456443786621,0.02411455621338021
2010-04-28,9.342857,9.46582317352295,0.12296617352294881
2010-04-29,9.594286,9.434224128723145,0.16006187127685578
2010-04-30,9.324643,9.375069618225098,0.05042661822509764
2010-05-03,9.5125,9.413422584533691,0.09907741546630788
2010-05-04,9.238571,9.34891414642334,0.11034314642333953
2010-05-05,9.1425,9.373038291931152,0.23053829193115227
2010-05-06,8.794642999999999,9.300763130187988,0.5061201301879894
2010-05-07,8.423571,9.20827579498291,0.7847047949829093
2010-05-10,9.071071,9.016352653503418,0.054718346496581916
2010-05-11,9.161429,8.739581108093262,0.4218478919067383
2010-05-12,9.360357,8.786355018615723,0.5740019813842778
2010-05-13,9.227143,8.893109321594238,0.3340336784057616
2010-05-14,9.065,9.06291675567627,0.0020832443237299714
2010-05-17,9.079286,9.144251823425293,0.06496582342529322
2010-05-18,9.012857,9.121781349182129,0.10892434918212857
2010-05-19,8.869286,9.0879487991333,0.2186627991333001
2010-05-20,8.491429,9.027125358581543,0.5356963585815429
2010-05-21,8.654286,8.92834758758545,0.2740615875854484
2010-05-24,8.812857000000001,8.721903800964355,0.09095319903564558
2010-05-25,8.757857000000001,8.634896278381348,0.12296072161865368
2010-05-26,8.718214,8.651366233825684,0.06684776617431609
2010-05-27,9.048214,8.663187980651855,0.3850260193481443
2010-05-28,9.174286,8.666556358337402,0.507729641662598
2010-06-01,9.315357,8.790570259094238,0.5247867409057623
2010-06-02,9.426786,8.929156303405762,0.49762969659423817
2010-06-03,9.397143,9.075491905212402,0.32165109478759746
2010-06-04,9.141428999999999,9.212607383728027,0.07117838372802865
2010-06-07,8.962143,9.284796714782715,0.32265371478271554
2010-06-08,8.904643,9.224005699157715,0.31936269915771476
2010-06-09,8.685714,9.093676567077637,0.4079625670776359
2010-06-10,8.946786,8.970587730407715,0.023801730407715382
2010-06-11,9.053929,8.80772876739502,0.24620023260498058
2010-06-14,9.081429,8.798600196838379,0.28282880316162107
2010-06-15,9.274643,8.858216285705566,0.4164267142944329
2010-06-16,9.544642999999999,8.926548957824707,0.6180940421752918
2010-06-17,9.709643,9.051264762878418,0.6583782371215818
2010-06-18,9.788214,9.237580299377441,0.5506337006225586
2010-06-21,9.648928999999999,9.425755500793457,0.22317349920654195
2010-06-22,9.780357,9.576197624206543,0.20415937579345744
2010-06-23,9.6775,9.612784385681152,0.06471561431884787
2010-06-24,9.607142999999999,9.663071632385254,0.05592863238525503
2010-06-25,9.525,9.650078773498535,0.1250787734985348
2010-06-28,9.582142999999999,9.604874610900879,0.022731610900880383
2010-06-29,9.148928999999999,9.541106224060059,0.3921772240600596
2010-06-30,8.983214,9.51830768585205,0.5350936858520505
2010-07-01,8.874286,9.350197792053223,0.475911792053223
2010-07-02,8.819286,9.165328025817871,0.34604202581787114
2010-07-06,8.879643,9.00048542022705,0.12084242022705105
2010-07-07,9.238214,8.875161170959473,0.3630528290405266
2010-07-08,9.2175,8.828057289123535,0.3894427108764642
2010-07-09,9.272143,8.948164939880371,0.3239780601196287
2010-07-12,9.188929,9.047408103942871,0.1415208960571288
2010-07-13,8.992857,9.137154579162598,0.1442975791625969
2010-07-14,9.026071,9.161173820495605,0.1351028204956055
2010-07-15,8.980357000000001,9.087174415588379,0.10681741558837743
2010-07-16,8.925,9.030644416809082,0.10564441680908132
2010-07-19,8.770714,8.972310066223145,0.20159606622314463
2010-07-20,8.996071,8.914759635925293,0.08131136407470763
2010-07-21,9.08,8.825230598449707,0.25476940155029304
